# ccx tau_xx tau_yy tau_zz cp yplus
0.11713 -0.000132287 3.27414e-05 4.79686e-27 -2.55573 3.6986
0.115595 -0.000127548 3.15921e-05 1.36992e-23 -2.52194 3.6457
0.114074 -0.000124497 3.10622e-05 1.76136e-21 -2.49432 3.61615
0.112567 -0.000126975 3.22476e-05 0 -2.47981 3.66735
0.111074 -0.000140915 3.64175e-05 -1.29842e-23 -2.498 3.88013
0.109601 -0.000146668 4.02825e-05 1.29539e-23 -2.38166 3.98208
0.108148 -0.000137815 3.86266e-05 -1.66708e-21 -2.3129 3.87653
0.106711 -0.000130054 3.65051e-05 -1.35086e-23 -2.26356 3.78073
0.105288 -0.000124225 3.49071e-05 1.38554e-23 -2.22124 3.70973
0.103879 -0.000119442 3.35777e-05 1.79764e-21 -2.18664 3.65175
0.102483 -0.000115912 3.26514e-05 1.46937e-39 -2.15757 3.61143
0.101102 -0.000115125 3.28397e-05 1.42511e-44 -2.13274 3.6144
0.0997335 -0.000119378 3.46607e-05 4.75455e-40 -2.12124 3.69663
0.0983793 -0.000130857 3.83902e-05 -1.46937e-39 -2.11607 3.88585
0.0970442 -0.000132537 4.05513e-05 -1.74211e-21 -2.0048 3.92296
0.0957277 -0.00012075 3.71469e-05 -2.75776e-27 -1.97272 3.75908
0.0944247 -0.000115936 3.58184e-05 -2.81085e-27 -1.93139 3.69835
0.093135 -0.000111078 3.43844e-05 2.94064e-23 -1.90019 3.63417
0.0918585 -0.00010764 3.3405e-05 -2.99686e-23 -1.87323 3.59136
0.090595 -0.000105739 3.30589e-05 1.51402e-23 -1.84998 3.5739
0.0893444 -0.000106829 3.37921e-05 -3.83376e-21 -1.82978 3.60729
0.0881066 -0.000112208 3.61264e-05 1.85699e-21 -1.82226 3.7131
0.0868819 -0.000125225 4.00854e-05 1.88263e-38 -1.82478 3.93528
0.0856765 -0.000127541 4.2935e-05 1.75998e-21 -1.71254 3.97406
0.0844901 -0.00011499 3.91617e-05 -2.93874e-39 -1.68329 3.789
0.0833163 -0.000110375 3.77803e-05 3.77997e-21 -1.6422 3.72725
0.0821551 -0.000105538 3.62319e-05 -1.76324e-38 -1.61037 3.65893
0.0810062 -0.0001019 3.50695e-05 0 -1.58218 3.60909
0.0798696 -9.90638e-05 3.42007e-05 -1.00513e-21 -1.55792 3.57211
0.0787456 -9.76029e-05 3.39482e-05 1.01331e-21 -1.5355 3.55988
0.0776339 -9.87357e-05 3.4716e-05 -2.93874e-39 -1.51771 3.59508
0.076534 -0.000103822 3.6356e-05 7.61384e-24 -1.50911 3.69903
0.0754486 -0.000106928 3.82565e-05 9.67148e-22 -1.46426 3.76017
0.0743796 -0.000104468 3.8132e-05 9.79341e-22 -1.41642 3.72368
0.0733245 -9.89727e-05 3.63027e-05 0 -1.38839 3.638
0.0722813 -9.5525e-05 3.51218e-05 -1.02698e-21 -1.36049 3.58726
0.0712496 -9.22976e-05 3.40126e-05 -2.05712e-38 -1.33676 3.53901
0.0702299 -8.96772e-05 3.31283e-05 -2.93874e-39 -1.31593 3.50099
0.0692221 -8.77334e-05 3.25356e-05 1.08082e-21 -1.29719 3.47549
0.0682258 -8.71003e-05 3.25391e-05 -8.46425e-24 -1.27967 3.47615
0.0672406 -8.81961e-05 3.32438e-05 1.08774e-21 -1.2653 3.51134
0.0662664 -9.1972e-05 3.46431e-05 -1.6346e-23 -1.25624 3.59763
0.0653051 -9.43908e-05 3.59292e-05 8.17782e-24 -1.22323 3.64687
0.0643589 -9.26363e-05 3.58249e-05 -4.11101e-24 -1.18676 3.61692
0.0634263 -8.8046e-05 3.424e-05 1.08738e-21 -1.16584 3.53872
0.0625051 -8.52542e-05 3.32401e-05 1.19386e-28 -1.14477 3.49419
0.0615946 -8.27051e-05 3.23408e-05 -4.38494e-24 -1.12688 3.45345
0.0606948 -8.08426e-05 3.1743e-05 -1.13941e-21 -1.11075 3.42627
0.059806 -7.99817e-05 3.16102e-05 2.29556e-21 -1.0956 3.4203
0.0589284 -8.04604e-05 3.20415e-05 0 -1.08154 3.44304
0.0580612 -8.18729e-05 3.29228e-05 0 -1.06873 3.48617
0.0572041 -8.52596e-05 3.46653e-05 2.17708e-21 -1.06071 3.57073
0.0563571 -9.19613e-05 3.69663e-05 4.07622e-24 -1.05645 3.71768
0.0555254 -9.39348e-05 3.83955e-05 1.04356e-21 -1.00525 3.7373
0.0547095 -8.71736e-05 3.62748e-05 4.24926e-24 -0.984915 3.61153
0.0539039 -8.38413e-05 3.50393e-05 -5.87747e-39 -0.961991 3.5536
0.0531088 -8.06666e-05 3.38275e-05 -1.14574e-21 -0.942468 3.49738
0.0523243 -7.80819e-05 3.2829e-05 2.06316e-28 -0.924657 3.45206
0.0515495 -7.58394e-05 3.19705e-05 -2.33105e-24 -0.908746 3.41305
0.0507845 -7.40152e-05 3.1299e-05 1.14794e-41 -0.894359 3.3826
0.0500297 -7.27011e-05 3.08937e-05 -3.80543e-39 -0.880805 3.36356
0.0492846 -7.22773e-05 3.09163e-05 0 -0.867533 3.36515
0.0485486 -7.27953e-05 3.13437e-05 2.11858e-27 -0.855696 3.38842
0.0478224 -7.45212e-05 3.20791e-05 1.06723e-40 -0.845898 3.43813
0.0471069 -7.57242e-05 3.2646e-05 0 -0.826674 3.46618
0.0464028 -7.48756e-05 3.25219e-05 -6.06285e-22 -0.804559 3.44626
0.04571 -7.17698e-05 3.13551e-05 6.1892e-22 -0.791318 3.38466
0.0450268 -6.99193e-05 3.0609e-05 1.23384e-24 -0.777437 3.35047
0.044353 -6.80856e-05 2.98752e-05 6.43995e-22 -0.765275 3.316
0.0436888 -6.65806e-05 2.92843e-05 -1.2742e-24 -0.754099 3.28869
0.0430334 -6.53808e-05 2.88477e-05 -6.61261e-22 -0.743799 3.26855
0.0423874 -6.45955e-05 2.86535e-05 -3.436e-29 -0.733709 3.25894
0.0417503 -6.45693e-05 2.88095e-05 -1.33081e-21 -0.723939 3.26836
0.041122 -6.49279e-05 2.91133e-05 6.61733e-22 -0.714847 3.28725
0.0405026 -6.57738e-05 2.96963e-05 -2.93874e-39 -0.706426 3.31892
0.0398915 -6.75093e-05 3.06488e-05 -1.52833e-25 -0.699683 3.37221
0.0392892 -7.01227e-05 3.16264e-05 1.53338e-25 -0.69186 3.44291
0.038698 -7.07854e-05 3.18665e-05 -2.93874e-39 -0.669107 3.43929
0.0381179 -6.66618e-05 3.04391e-05 6.5318e-22 -0.660845 3.34948
0.0375467 -6.50738e-05 2.98043e-05 -6.67777e-22 -0.649405 3.31806
0.0369841 -6.32718e-05 2.90659e-05 3.32049e-25 -0.639904 3.28086
0.03643 -6.18894e-05 2.84979e-05 1.43493e-42 -0.630998 3.25341
0.0358843 -6.0742e-05 2.80414e-05 6.83601e-25 -0.622865 3.23167
0.0353468 -5.99004e-05 2.77435e-05 2.78537e-29 -0.615155 3.21787
0.0348174 -5.94143e-05 2.7671e-05 -6.94657e-25 -0.607662 3.21401
0.0342961 -5.94385e-05 2.78398e-05 7.09852e-22 -0.60061 3.22377
0.0337826 -5.9748e-05 2.81081e-05 -7.05582e-22 -0.594166 3.24086
0.0332769 -6.0382e-05 2.85568e-05 1.39848e-21 -0.588199 3.26701
0.0327788 -6.14614e-05 2.92428e-05 -1.34376e-24 -0.583012 3.30514
0.0322883 -6.3246e-05 3.0104e-05 1.31814e-24 -0.57878 3.36037
0.0318057 -6.50107e-05 3.08075e-05 -3.35051e-22 -0.570649 3.40609
0.0313329 -6.52875e-05 3.09569e-05 5.87747e-39 -0.556049 3.39653
0.0308698 -6.25733e-05 2.99899e-05 6.87441e-22 -0.549774 3.33515
0.0304141 -6.15307e-05 2.96026e-05 1.36684e-24 -0.541641 3.31537
0.029966 -6.04774e-05 2.92178e-05 -3.55675e-22 -0.534586 3.29555
0.0295256 -5.98268e-05 2.90643e-05 1.39551e-24 -0.527619 3.2867
