# y+ ()         
# Time          	patch           	min             	max             	average         
5000            	Ground	1.37047732e-01	2.04268886e+00	1.55105075e+00
5000            	Airfoil	3.11018326e-01	5.53238451e+00	2.36868405e+00
10000           	Ground	3.19327868e-01	2.04344738e+00	1.56367092e+00
10000           	Airfoil	3.13425215e-01	5.57644358e+00	2.38056092e+00
