# ccx tau_xx tau_yy tau_zz cp yplus
0.361237 -4.68747e-05 -5.96071e-06 -5.6634e-21 -2.03025 1.82699
0.35783 -4.73975e-05 -6.20266e-06 2.80886e-21 -2.05831 1.8292
0.354446 -4.92954e-05 -6.03955e-06 8.92826e-23 -2.09029 1.85725
0.35108 -5.11593e-05 -5.83742e-06 -4.47516e-23 -2.11018 1.89287
0.347737 -5.13504e-05 -6.02062e-06 2.88813e-21 -2.13493 1.88857
0.344419 -5.1895e-05 -6.14951e-06 -4.53469e-23 -2.16025 1.89064
0.341117 -5.22427e-05 -6.40737e-06 9.11116e-23 -2.18742 1.8894
0.337839 -5.33556e-05 -6.52301e-06 -2.98141e-21 -2.21994 1.90147
0.334585 -5.59649e-05 -6.1698e-06 1.46706e-21 -2.24953 1.94405
0.331346 -5.76351e-05 -5.99202e-06 1.42521e-21 -2.2685 1.97401
0.328131 -5.77306e-05 -6.17648e-06 1.53065e-21 -2.29258 1.96834
0.32494 -5.80526e-05 -6.34198e-06 1.53802e-21 -2.31731 1.96654
0.321764 -5.80666e-05 -6.7237e-06 1.45278e-21 -2.34545 1.96003
0.318612 -5.9863e-05 -6.65548e-06 1.50679e-21 -2.38282 1.98235
0.315483 -6.35443e-05 -5.98682e-06 -4.69945e-23 -2.40784 2.04513
0.312369 -6.49407e-05 -5.80016e-06 4.71371e-23 -2.42256 2.07043
0.309278 -6.4681e-05 -6.00075e-06 -4.7559e-23 -2.44357 2.05978
0.30621 -6.46981e-05 -6.18083e-06 1.53074e-21 -2.46559 2.0536
0.303158 -6.44048e-05 -6.59586e-06 9.62706e-23 -2.49176 2.043
0.300128 -6.6354e-05 -6.43115e-06 1.54603e-21 -2.52897 2.06669
0.297121 -7.05465e-05 -5.57298e-06 -1.59112e-21 -2.55013 2.13599
0.29413 -7.18647e-05 -5.33482e-06 1.54748e-21 -2.55932 2.16042
0.291159 -7.1258e-05 -5.55168e-06 0 -2.57587 2.14567
0.288211 -7.11805e-05 -5.67708e-06 1.57187e-21 -2.59377 2.13888
0.285281 -7.09459e-05 -5.94066e-06 -3.93056e-38 -2.61449 2.12997
0.282371 -7.18863e-05 -5.94381e-06 -1.53998e-21 -2.64225 2.13835
0.279482 -7.4695e-05 -5.4036e-06 -4.97685e-23 -2.66447 2.17929
0.276613 -7.61112e-05 -5.15994e-06 4.99365e-23 -2.67417 2.20261
0.27376 -7.56399e-05 -5.3504e-06 -4.54527e-27 -2.69029 2.19077
0.27093 -7.57377e-05 -5.42563e-06 -5.06999e-23 -2.7076 2.18715
0.268121 -7.58067e-05 -5.54518e-06 2.19487e-38 -2.72635 2.18318
0.265328 -7.60303e-05 -5.66667e-06 2.56298e-23 -2.74766 2.18149
0.262556 -7.711e-05 -5.55069e-06 -2.57852e-23 -2.77131 2.19235
0.259805 -7.80934e-05 -5.46262e-06 -8.03456e-22 -2.78831 2.20486
0.257072 -7.80405e-05 -5.60188e-06 -2.60576e-23 -2.80935 2.1994
0.254357 -7.82762e-05 -5.68104e-06 8.39163e-22 -2.83162 2.198
0.251663 -7.81963e-05 -5.86616e-06 3.67342e-39 -2.8551 2.1923
0.24899 -7.78727e-05 -6.2206e-06 -8.78373e-22 -2.8831 2.1835
0.246333 -8.00558e-05 -5.92041e-06 8.78091e-22 -2.92181 2.20884
0.243695 -8.33998e-05 -5.33165e-06 -1.68135e-21 -2.94027 2.25906
0.241078 -8.33104e-05 -5.45011e-06 -5.36602e-23 -2.95984 2.25727
0.238479 -8.27007e-05 -5.66119e-06 -8.37247e-22 -2.98535 2.245
0.235897 -8.1939e-05 -5.9173e-06 -8.43377e-22 -3.01434 2.23071
0.233335 -7.99928e-05 -6.62571e-06 8.81051e-22 -3.04914 2.20072
0.230794 -8.04002e-05 -7.25127e-06 8.56521e-22 -3.10603 2.20321
0.228269 -9.2817e-05 -4.87573e-06 -2.69735e-23 -3.17658 2.36851
0.22576 -0.000101656 -2.36353e-06 -4.02728e-22 -3.14025 2.51814
0.223271 -9.4887e-05 -3.55597e-06 2.71371e-23 -3.1515 2.43055
0.220803 -9.26271e-05 -3.76729e-06 -2.75058e-23 -3.16799 2.39929
0.218351 -8.92957e-05 -4.42178e-06 2.78307e-23 -3.19195 2.35368
0.215915 -8.52371e-05 -5.71635e-06 -2.82618e-23 -3.23335 2.29836
0.2135 -9.21137e-05 -4.95494e-06 4.45035e-22 -3.32001 2.38678
0.211104 -0.000113884 3.40561e-07 -1.14794e-39 -3.35599 2.68841
0.208725 -0.000120407 2.81565e-06 -2.39079e-22 -3.27205 2.81279
0.206362 -0.000108894 1.01046e-06 -8.09918e-23 -3.26084 2.67517
0.204018 -0.000104641 6.81357e-07 -8.2078e-40 -3.25697 2.62318
0.201694 -9.86456e-05 -3.53485e-07 0 -3.26144 2.54727
0.199388 -9.16538e-05 -2.34384e-06 -1.75162e-46 -3.29087 2.45635
0.197098 -0.000104191 -1.10147e-07 4.03387e-28 -3.39743 2.61982
0.194825 -0.000130417 7.34962e-06 3.29029e-40 -3.37036 2.98632
0.192573 -0.000130963 8.9524e-06 1.60712e-38 -3.27492 3.03518
0.190342 -0.000119829 6.97957e-06 -8.62209e-22 -3.23797 2.9063
0.188127 -0.000114107 6.33163e-06 -1.54284e-38 -3.21236 2.83999
0.185929 -0.00010732 5.13361e-06 8.99004e-22 -3.19686 2.75739
0.183747 -0.000100311 3.37114e-06 -2.57139e-39 -3.20369 2.66877
0.181584 -0.000109315 4.89792e-06 2.79073e-23 -3.27463 2.79094
0.17944 -0.000131145 1.19479e-05 -2.68659e-23 -3.25122 3.09988
0.177317 -0.000132058 1.3561e-05 -8.83869e-22 -3.15226 3.14923
0.175211 -0.000120556 1.13002e-05 5.46833e-23 -3.11153 3.01402
0.173121 -0.000114657 1.04967e-05 -2.80093e-23 -3.08298 2.94558
0.171049 -0.00010797 9.2069e-06 9.44362e-22 -3.06457 2.8636
0.168995 -9.9675e-05 7.35484e-06 9.40067e-22 -3.06317 2.75595
0.166958 -0.000103343 8.03341e-06 -2.87086e-23 -3.11646 2.81316
0.164939 -0.000134665 1.68414e-05 -8.22191e-22 -3.17597 3.24458
0.162941 -0.000148228 2.29252e-05 1.69349e-26 -2.99669 3.47223
0.160964 -0.000129236 1.83848e-05 -2.68037e-23 -2.93677 3.24841
0.159003 -0.000122401 1.74109e-05 -1.46937e-39 -2.88135 3.17128
0.157059 -0.000115558 1.60683e-05 1.84514e-21 -2.84652 3.0898
0.155133 -0.000107695 1.42806e-05 -2.90739e-23 -2.81494 2.99026
0.153223 -0.000101856 1.29826e-05 -1.88661e-21 -2.81256 2.916
0.151329 -0.000122717 1.88383e-05 -1.36812e-23 -2.89416 3.21596
0.149455 -0.000143685 2.67517e-05 1.34225e-23 -2.76403 3.53638
0.147602 -0.000131733 2.43585e-05 2.75564e-38 -2.67627 3.40561
0.145767 -0.000122678 2.24851e-05 0 -2.6122 3.29776
0.143949 -0.000116 2.11218e-05 -7.34684e-40 -2.56404 3.21774
0.142147 -0.000110299 1.98262e-05 -1.87042e-21 -2.52676 3.14786
0.140361 -0.000103778 1.82338e-05 2.02727e-38 -2.4951 3.06273
0.138591 -0.000101938 1.79621e-05 -1.89536e-21 -2.48809 3.04628
0.136836 -0.000120505 2.38514e-05 1.78962e-21 -2.53226 3.33113
0.135101 -0.000131105 2.86492e-05 1.7669e-21 -2.39272 3.51451
0.133387 -0.000116133 2.45874e-05 1.46937e-39 -2.34408 3.31715
0.131688 -0.000110977 2.36206e-05 4.67281e-27 -2.29173 3.25542
0.130005 -0.000105241 2.22553e-05 1.93489e-21 -2.25564 3.18135
0.128337 -0.000100537 2.10363e-05 1.96149e-21 -2.22703 3.11997
0.126684 -9.47906e-05 1.95642e-05 -1.56648e-23 -2.20229 3.03951
0.125047 -9.473e-05 2.00199e-05 -1.99047e-21 -2.20089 3.05123
0.123425 -0.000116223 2.68987e-05 1.83431e-21 -2.24893 3.39985
0.121824 -0.000127707 3.21784e-05 4.59177e-41 -2.106 3.59688
0.120245 -0.000111978 2.76203e-05 1.84575e-21 -2.05842 3.37842
0.11868 -0.000107127 2.66287e-05 1.50186e-23 -2.00463 3.31841
0.11713 -0.000101452 2.51543e-05 3.76868e-27 -1.96648 3.24153
0.115595 -9.71057e-05 2.3949e-05 1.57079e-23 -1.93503 3.18293
0.114074 -9.22217e-05 2.26365e-05 2.03697e-21 -1.90772 3.11317
0.112567 -9.06708e-05 2.27697e-05 0 -1.89357 3.1006
0.111074 -0.00010422 2.7338e-05 -1.49802e-23 -1.91966 3.34116
0.109601 -0.000116071 3.21837e-05 1.49123e-23 -1.8362 3.54591
0.108148 -0.000107815 3.01379e-05 -1.90476e-21 -1.77521 3.43068
0.106711 -0.000101398 2.84356e-05 -1.54621e-23 -1.72763 3.34056
0.105288 -9.6507e-05 2.71191e-05 1.58551e-23 -1.68838 3.27206
0.103879 -9.24594e-05 2.59514e-05 2.05667e-21 -1.65638 3.21495
0.102483 -8.87959e-05 2.48137e-05 -5.87747e-39 -1.63011 3.16214
0.101102 -8.53759e-05 2.39813e-05 -1.22313e-44 -1.60658 3.11306
0.0997335 -8.6913e-05 2.51651e-05 8.21183e-40 -1.59755 3.15634
0.0983793 -9.93338e-05 2.94767e-05 0 -1.60438 3.38961
0.0970442 -0.000104377 3.21078e-05 -2.00992e-21 -1.51823 3.48429
0.0957277 -9.41899e-05 2.88852e-05 -3.13601e-27 -1.48395 3.32172
0.0944247 -9.07545e-05 2.79748e-05 -2.99586e-27 -1.44544 3.27402
0.093135 -8.65253e-05 2.67077e-05 3.36621e-23 -1.41634 3.20921
0.0918585 -8.33688e-05 2.57417e-05 -3.43418e-23 -1.39196 3.16197
0.090595 -8.04137e-05 2.47352e-05 1.74862e-23 -1.37242 3.11641
0.0893444 -7.77938e-05 2.40757e-05 -4.54072e-21 -1.3539 3.0775
0.0881066 -8.03103e-05 2.58434e-05 2.2009e-21 -1.34791 3.14368
0.0868819 -9.44854e-05 3.06176e-05 1.35917e-38 -1.36087 3.42264
0.0856765 -0.000100706 3.40686e-05 2.04541e-21 -1.27455 3.53415
0.0844901 -9.00115e-05 3.04711e-05 0 -1.24247 3.35323
0.0833163 -8.69364e-05 2.96227e-05 4.35104e-21 -1.20453 3.30916
0.0821551 -8.29198e-05 2.83293e-05 -5.87747e-39 -1.17555 3.24438
0.0810062 -8.00575e-05 2.7396e-05 -1.46937e-39 -1.1497 3.19994
0.0798696 -7.74536e-05 2.65107e-05 -1.15416e-21 -1.12799 3.15898
0.0787456 -7.52919e-05 2.58661e-05 1.1719e-21 -1.10809 3.1265
0.0776339 -7.50429e-05 2.62066e-05 -2.93874e-39 -1.09249 3.13525
0.076534 -8.00697e-05 2.84214e-05 8.76947e-24 -1.08726 3.25302
0.0754486 -8.56302e-05 3.0751e-05 1.10689e-21 -1.05477 3.36743
0.0743796 -8.30573e-05 3.01365e-05 1.12165e-21 -1.01603 3.32091
0.0733245 -7.85654e-05 2.86249e-05 5.87747e-39 -0.989098 3.24195
0.0722813 -7.58354e-05 2.7716e-05 -1.17698e-21 -0.963665 3.19703
0.0712496 -7.3193e-05 2.68095e-05 -2.35099e-38 -0.942007 3.15227
0.0702299 -7.10413e-05 2.60628e-05 -5.87747e-39 -0.923027 3.1166
0.0692221 -6.92244e-05 2.54209e-05 1.23843e-21 -0.906505 3.08718
0.0682258 -6.78525e-05 2.50403e-05 -9.7903e-24 -0.891267 3.06773
0.0672406 -6.80629e-05 2.54982e-05 1.26027e-21 -0.878486 3.08557
0.0662664 -7.18812e-05 2.72554e-05 -1.87821e-23 -0.871767 3.18391
0.0653051 -7.6005e-05 2.90038e-05 9.34967e-24 -0.847484 3.27482
0.0643589 -7.41132e-05 2.84851e-05 -4.70245e-24 -0.818174 3.23568
0.0634263 -7.04826e-05 2.72183e-05 1.24406e-21 -0.797728 3.16661
0.0625051 -6.82875e-05 2.64445e-05 8.42997e-28 -0.778188 3.12774
0.0615946 -6.60958e-05 2.5658e-05 -5.00948e-24 -0.761632 3.08765
0.0606948 -6.43181e-05 2.50228e-05 -1.3032e-21 -0.74709 3.05605
0.059806 -6.28946e-05 2.45056e-05 2.64424e-21 -0.734791 3.03187
0.0589284 -6.19385e-05 2.41642e-05 0 -0.723966 3.01845
0.0580612 -6.16582e-05 2.43077e-05 -5.87747e-39 -0.712543 3.02337
0.0572041 -6.40834e-05 2.60395e-05 2.56874e-21 -0.705526 3.098
0.0563571 -7.14565e-05 2.90845e-05 4.73251e-24 -0.704745 3.28212
0.0555254 -7.53857e-05 3.08766e-05 1.21252e-21 -0.665274 3.35026
0.0547095 -6.99482e-05 2.89359e-05 4.8921e-24 -0.645653 3.23551
0.0539039 -6.79544e-05 2.82148e-05 -8.81621e-39 -0.623746 3.19964
0.0531088 -6.5472e-05 2.72825e-05 -1.3087e-21 -0.605917 3.15126
0.0523243 -6.36675e-05 2.65952e-05 2.18567e-28 -0.589318 3.11757
0.0515495 -6.20006e-05 2.59617e-05 -2.64786e-24 -0.574532 3.08631
0.0507845 -6.06497e-05 2.54506e-05 -2.29589e-41 -0.561187 3.06207
0.0500297 -5.95857e-05 2.50675e-05 6.25629e-39 -0.548955 3.04463
0.0492846 -5.88819e-05 2.49248e-05 0 -0.537373 3.03689
0.0485486 -5.90601e-05 2.52699e-05 1.65184e-27 -0.526723 3.05274
0.0478224 -6.08081e-05 2.62536e-05 8.28448e-41 -0.518367 3.10862
0.0471069 -6.28413e-05 2.71309e-05 2.93874e-39 -0.503908 3.15985
0.0464028 -6.19616e-05 2.67691e-05 -6.85019e-22 -0.485681 3.13553
0.04571 -5.9635e-05 2.58858e-05 6.98254e-22 -0.472413 3.08565
0.0450268 -5.82908e-05 2.53495e-05 1.38882e-24 -0.459211 3.05958
0.044353 -5.68603e-05 2.47838e-05 7.23494e-22 -0.447642 3.03071
0.0436888 -5.56931e-05 2.4318e-05 -1.42944e-24 -0.436963 3.00801
0.0430334 -5.46496e-05 2.39062e-05 -7.41461e-22 -0.427287 2.98815
0.0423874 -5.3818e-05 2.35933e-05 -3.289e-29 -0.418459 2.9737
0.0417503 -5.32627e-05 2.34128e-05 -1.50872e-21 -0.410425 2.96673
0.041122 -5.3055e-05 2.34174e-05 7.55039e-22 -0.402677 2.96972
0.0405026 -5.33242e-05 2.37884e-05 -5.87747e-39 -0.394723 2.9877
